자치구,행정동,성별,연령대,총인구,1인가구,사회성,평일이동,휴일이동,기타이동,적은이동,많은이동,영상,생활,재정,"이동-
사회성"
동대문구,청량리동,1,70,556,114,28,10,4,10,0,1,9,23,9,0
동대문구,청량리동,1,75,359,98,8,8,10,7,2,1,6,11,12,18
동대문구,청량리동,1,80,233,67,8,5,5,5,2,1,7,6,8,17
동대문구,청량리동,1,85,73,20,2,1,0,1,1,0,2,0,1,7
동대문구,청량리동,1,90,28,10,1,1,2,1,1,0,1,0,1,7
동대문구,청량리동,2,20,679,200,10,20,13,12,0,14,8,6,8,0
동대문구,청량리동,2,25,757,225,14,17,9,25,0,21,18,20,24,0
동대문구,청량리동,2,30,734,138,7,26,10,23,0,21,12,19,10,0
동대문구,청량리동,2,35,689,88,13,11,7,14,0,16,20,12,10,0
동대문구,청량리동,2,40,712,50,6,12,4,15,0,9,7,7,9,0
동대문구,청량리동,2,45,826,63,9,11,9,10,0,11,10,8,9,0
동대문구,청량리동,2,50,"1,004",79,13,10,20,9,0,5,8,10,17,0
동대문구,청량리동,2,55,"1,163",84,16,8,17,10,0,5,14,14,8,0
동대문구,청량리동,2,60,924,121,7,36,19,36,0,5,20,25,12,0
동대문구,청량리동,2,65,799,169,12,23,24,23,0,2,17,27,24,0
동대문구,청량리동,2,70,634,127,18,21,4,23,0,1,20,27,10,0
동대문구,청량리동,2,75,560,170,9,20,14,10,3,1,8,20,18,8
동대문구,청량리동,2,80,331,92,11,8,7,8,2,1,8,11,6,20
동대문구,청량리동,2,85,146,41,3,3,3,3,1,0,4,5,3,12
동대문구,청량리동,2,90,50,16,6,2,1,1,0,0,2,3,0,4
동대문구,회기동,1,20,"1,499",144,14,17,18,16,0,20,15,5,8,0
동대문구,회기동,1,25,"1,140",123,15,3,23,2,0,21,12,9,12,0
동대문구,회기동,1,30,680,101,7,4,10,2,0,21,6,14,9,0
동대문구,회기동,1,35,429,78,7,5,6,7,0,16,9,8,6,0
동대문구,회기동,1,40,403,57,9,6,12,3,0,11,9,11,15,0
동대문구,회기동,1,45,360,50,9,17,10,9,0,8,8,6,6,0
동대문구,회기동,1,50,330,46,11,9,9,5,0,3,9,7,13,0
동대문구,회기동,1,55,302,42,7,5,10,2,0,2,5,8,4,0
동대문구,회기동,1,60,228,31,5,7,4,4,0,2,6,7,3,0
동대문구,회기동,1,65,201,35,3,5,9,1,0,0,1,4,7,0
동대문구,회기동,1,70,118,21,1,4,1,2,0,0,3,1,1,0
동대문구,회기동,1,75,123,40,6,7,4,4,1,0,4,0,1,5
동대문구,회기동,1,80,60,17,2,2,1,2,0,0,2,0,0,4
동대문구,회기동,1,85,31,11,2,1,0,1,0,0,1,1,0,1
동대문구,회기동,1,90,10,5,1,0,0,0,0,0,0,1,0,0
동대문구,회기동,2,20,"1,931",230,12,19,25,19,0,32,11,9,15,0
동대문구,회기동,2,25,"1,054",127,8,2,9,3,0,19,8,12,16,0
동대문구,회기동,2,30,553,63,7,6,6,2,0,14,8,1,8,0
동대문구,회기동,2,35,424,42,7,5,7,4,0,8,6,4,3,0
동대문구,회기동,2,40,327,22,1,5,7,4,0,3,1,5,4,0
동대문구,회기동,2,45,352,24,5,2,8,3,0,4,8,5,2,0
동대문구,회기동,2,50,359,25,6,4,4,2,0,2,4,4,5,0
동대문구,회기동,2,55,349,26,2,2,9,3,0,2,3,4,4,0
동대문구,회기동,2,60,278,39,3,15,5,14,0,2,9,3,2,0
동대문구,회기동,2,65,218,40,3,6,6,7,0,0,6,7,6,0
동대문구,회기동,2,70,164,33,4,6,1,5,0,0,4,4,4,0
동대문구,회기동,2,75,176,47,1,10,3,4,1,0,4,1,5,8
동대문구,회기동,2,80,111,32,2,5,2,2,1,0,3,3,1,4
동대문구,회기동,2,85,55,14,1,2,1,1,1,0,1,2,1,3
동대문구,회기동,2,90,10,4,1,0,0,1,0,0,1,0,0,4
동대문구,휘경1동,1,20,727,98,11,7,10,4,0,11,6,4,4,0
동대문구,휘경1동,1,25,929,172,17,11,27,9,0,23,12,14,17,0
동대문구,휘경1동,1,30,767,121,15,12,9,9,0,24,14,12,12,0
동대문구,휘경1동,1,35,558,101,11,11,12,6,0,21,11,6,8,0
동대문구,휘경1동,1,40,605,82,12,14,13,8,0,13,10,8,12,0
동대문구,휘경1동,1,45,580,76,6,16,15,6,0,13,5,9,20,0
동대문구,휘경1동,1,50,600,94,16,4,8,5,0,6,10,13,25,0
동대문구,휘경1동,1,55,524,70,9,3,8,0,0,5,6,13,12,0
동대문구,휘경1동,1,60,455,65,6,7,7,5,0,3,8,14,4,0
동대문구,휘경1동,1,65,326,66,8,2,15,1,0,1,2,6,10,0
동대문구,휘경1동,1,70,238,46,8,4,2,2,0,0,2,3,4,0
동대문구,휘경1동,1,75,176,54,1,4,5,3,0,1,5,3,6,9
동대문구,휘경1동,1,80,104,34,2,3,2,2,1,0,3,1,1,12
동대문구,휘경1동,1,85,51,13,1,1,0,1,1,0,1,0,0,5
동대문구,휘경1동,1,90,13,7,1,0,1,0,0,0,0,1,1,0
동대문구,휘경1동,2,20,954,174,8,11,12,15,0,22,9,8,9,0
동대문구,휘경1동,2,25,911,188,16,9,22,12,0,22,13,16,18,0
동대문구,휘경1동,2,30,662,86,5,11,5,5,0,16,5,7,11,0
동대문구,휘경1동,2,35,463,49,6,4,5,6,0,9,6,5,2,0
동대문구,휘경1동,2,40,488,36,5,4,6,6,0,7,4,4,10,0
동대문구,휘경1동,2,45,572,43,3,12,5,12,0,7,7,5,1,0
동대문구,휘경1동,2,50,556,32,6,4,4,6,0,2,7,3,4,0
동대문구,휘경1동,2,55,558,38,7,8,5,4,0,2,5,5,4,0
동대문구,휘경1동,2,60,502,72,2,16,11,16,0,3,11,10,4,0
동대문구,휘경1동,2,65,387,93,6,10,13,10,0,1,12,11,12,0
동대문구,휘경1동,2,70,353,67,5,16,5,10,0,1,9,12,3,0
동대문구,휘경1동,2,75,210,68,5,7,4,6,1,1,5,6,2,11
동대문구,휘경1동,2,80,159,46,2,4,2,2,1,0,2,2,2,15
동대문구,휘경1동,2,85,45,12,2,2,0,2,0,0,2,0,1,3
동대문구,휘경1동,2,90,9,2,0,0,0,0,0,0,0,0,0,0
동대문구,휘경2동,1,20,"1,304",198,20,16,16,16,0,25,17,6,16,0
동대문구,휘경2동,1,25,"1,362",234,26,10,32,14,0,36,24,20,23,0
동대문구,휘경2동,1,30,960,189,11,20,15,18,0,34,13,27,17,0
동대문구,휘경2동,1,35,957,174,20,16,12,13,0,32,12,9,18,0
동대문구,휘경2동,1,40,"1,001",124,18,16,22,12,0,21,15,24,31,0
동대문구,휘경2동,1,45,939,131,18,18,16,9,0,19,17,22,11,0
동대문구,휘경2동,1,50,906,134,20,12,22,11,0,10,17,15,41,0
동대문구,휘경2동,1,55,836,116,18,8,14,8,0,8,14,19,20,0
동대문구,휘경2동,1,60,671,97,16,12,14,13,0,5,16,18,5,0
동대문구,휘경2동,1,65,534,105,10,5,26,4,0,2,4,5,13,0
동대문구,휘경2동,1,70,347,66,8,5,1,3,0,1,5,6,3,0
동대문구,휘경2동,1,75,251,61,3,4,7,2,1,0,4,2,7,3
동대문구,휘경2동,1,80,163,49,5,4,1,4,3,0,3,3,0,9
동대문구,휘경2동,1,85,41,10,1,1,0,1,0,0,1,0,0,8
동대문구,휘경2동,1,90,15,6,1,1,0,1,0,0,1,0,0,7
동대문구,휘경2동,2,20,"1,317",244,10,21,14,15,0,25,10,10,9,0
동대문구,휘경2동,2,25,"1,036",229,11,7,22,11,0,27,11,18,21,0
동대문구,휘경2동,2,30,938,133,4,15,11,16,0,25,8,21,10,0
동대문구,휘경2동,2,35,910,110,9,15,8,11,0,20,14,10,11,0
동대문구,휘경2동,2,40,"1,018",71,8,12,13,14,0,12,11,7,14,0
동대문구,휘경2동,2,45,984,67,9,12,9,12,0,9,10,12,4,0
동대문구,휘경2동,2,50,972,62,11,8,7,7,0,3,11,5,6,0
동대문구,휘경2동,2,55,966,71,5,8,10,6,0,4,6,10,5,0
동대문구,휘경2동,2,60,742,109,7,22,13,28,0,4,15,12,5,0
동대문구,휘경2동,2,65,589,130,9,13,18,16,0,2,17,9,9,0
동대문구,휘경2동,2,70,500,105,8,14,3,14,0,1,15,15,10,0
동대문구,휘경2동,2,75,333,97,4,5,8,5,1,1,4,9,9,2
동대문구,휘경2동,2,80,193,53,4,4,4,6,5,1,4,6,4,6
동대문구,휘경2동,2,85,98,27,4,2,1,1,0,0,2,1,1,4
동대문구,휘경2동,2,90,27,11,1,1,1,0,0,0,1,1,2,6
동작구,노량진1동,1,20,"1,273",194,22,24,22,21,0,20,25,8,9,0
동작구,노량진1동,1,25,"2,173",283,32,20,22,23,0,35,36,36,21,0
동작구,노량진1동,1,30,"2,796",385,35,37,40,38,0,78,51,45,30,0
동작구,노량진1동,1,35,"1,643",262,33,13,24,7,0,51,33,19,16,0
동작구,노량진1동,1,40,"1,370",162,30,26,23,12,0,27,32,19,37,0
동작구,노량진1동,1,45,"1,216",167,26,33,29,22,0,25,26,23,22,0
동작구,노량진1동,1,50,"1,168",157,32,26,24,16,0,10,30,27,42,0
동작구,노량진1동,1,55,"1,303",170,32,29,23,17,0,9,32,21,15,0
동작구,노량진1동,1,60,"1,002",136,15,25,19,20,0,7,16,27,12,0
동작구,노량진1동,1,65,732,138,14,12,28,7,0,2,8,7,15,0
동작구,노량진1동,1,70,515,91,7,9,1,9,0,1,11,4,6,0
동작구,노량진1동,1,75,364,90,4,9,9,4,1,1,6,3,10,5
동작구,노량진1동,1,80,280,81,6,6,8,4,0,1,4,4,6,12
동작구,노량진1동,1,85,70,21,3,2,1,3,0,0,3,1,0,10
동작구,노량진1동,1,90,22,8,1,1,0,1,1,0,1,0,0,5
동작구,노량진1동,2,20,"1,161",187,14,21,15,17,0,18,13,9,2,0
동작구,노량진1동,2,25,"2,038",333,20,17,25,18,0,44,30,28,20,0
동작구,노량진1동,2,30,"1,911",240,10,24,20,29,0,43,23,29,14,0
동작구,노량진1동,2,35,"1,314",136,12,13,17,16,0,26,15,13,18,0
동작구,노량진1동,2,40,"1,156",84,6,18,12,17,0,14,11,17,20,0
동작구,노량진1동,2,45,"1,163",79,5,26,9,25,0,12,13,11,6,0
동작구,노량진1동,2,50,"1,344",85,13,16,22,16,0,5,16,9,17,0
동작구,노량진1동,2,55,"1,476",89,17,10,22,9,0,5,18,10,9,0
동작구,노량진1동,2,60,"1,065",142,13,51,18,51,0,6,35,15,8,0
동작구,노량진1동,2,65,839,175,11,32,25,26,0,2,21,21,21,0
동작구,노량진1동,2,70,673,137,11,40,4,22,0,1,22,17,13,0
동작구,노량진1동,2,75,503,152,7,22,10,13,2,2,6,12,13,15
동작구,노량진1동,2,80,386,117,9,16,11,11,8,1,10,17,8,23
동작구,노량진1동,2,85,179,54,7,10,2,8,3,0,5,8,3,20
동작구,노량진1동,2,90,61,23,4,1,0,1,1,0,1,4,0,1
동작구,노량진2동,1,20,554,127,14,18,16,9,0,14,6,10,9,0
동작구,노량진2동,1,25,753,124,21,10,14,13,0,15,23,10,7,0
동작구,노량진2동,1,30,842,128,19,12,27,11,0,28,13,14,9,0
동작구,노량진2동,1,35,523,99,11,6,15,6,0,19,11,10,8,0
동작구,노량진2동,1,40,615,75,11,11,24,9,0,15,9,11,17,0
동작구,노량진2동,1,45,597,80,8,8,22,7,0,14,4,13,11,0
동작구,노량진2동,1,50,694,103,15,9,27,6,0,7,11,13,30,0
동작구,노량진2동,1,55,667,109,12,14,25,11,0,6,13,21,17,0
동작구,노량진2동,1,60,490,73,13,8,19,7,0,3,5,15,6,0
동작구,노량진2동,1,65,370,69,10,5,18,4,0,1,2,10,7,0
동작구,노량진2동,1,70,278,52,10,4,2,4,0,1,3,4,2,0
동작구,노량진2동,1,75,171,42,2,5,4,3,0,1,2,3,7,7
동작구,노량진2동,1,80,103,28,2,3,2,2,0,0,2,2,3,8
동작구,노량진2동,1,85,50,19,2,0,0,1,0,0,2,1,1,3
동작구,노량진2동,1,90,7,2,0,1,1,0,0,0,0,0,0,0
동작구,노량진2동,2,20,490,103,8,11,11,5,0,9,4,5,4,0
동작구,노량진2동,2,25,673,140,5,8,19,8,0,19,6,12,16,0
동작구,노량진2동,2,30,607,88,7,7,17,6,0,17,6,7,9,0
동작구,노량진2동,2,35,382,43,3,3,5,4,0,8,5,7,3,0
동작구,노량진2동,2,40,464,47,9,11,15,15,0,8,10,8,6,0
동작구,노량진2동,2,45,622,52,5,7,18,4,0,9,6,7,5,0
동작구,노량진2동,2,50,693,55,11,10,16,8,0,4,9,10,16,0
동작구,노량진2동,2,55,754,53,3,11,11,8,0,3,7,2,6,0
동작구,노량진2동,2,60,548,79,10,24,18,20,0,3,10,16,4,0
동작구,노량진2동,2,65,422,93,7,9,15,8,0,1,5,12,9,0
동작구,노량진2동,2,70,354,81,8,11,1,11,0,1,6,11,6,0
동작구,노량진2동,2,75,254,79,1,7,7,5,0,1,1,13,13,1
동작구,노량진2동,2,80,158,51,2,4,6,3,0,0,1,9,4,1
동작구,노량진2동,2,85,65,18,1,1,1,1,1,0,1,1,1,6
동작구,노량진2동,2,90,19,5,1,1,1,1,0,0,1,1,1,8
동작구,대방동,1,20,"1,562",360,47,30,20,30,0,33,34,15,21,0
동작구,대방동,1,25,"1,441",326,33,24,32,30,0,38,30,24,25,0
동작구,대방동,1,30,"1,431",239,20,16,27,19,0,50,26,20,26,0
동작구,대방동,1,35,"1,416",258,38,17,28,10,0,52,30,18,24,0
동작구,대방동,1,40,"1,730",224,37,17,37,23,0,40,31,25,37,0
동작구,대방동,1,45,"1,783",249,30,35,38,29,0,40,26,23,29,0
동작구,대방동,1,50,"1,545",225,40,15,30,10,0,15,30,25,58,0
동작구,대방동,1,55,"1,148",144,19,8,29,4,0,9,12,18,18,0
동작구,대방동,1,60,905,140,16,19,19,16,0,6,16,27,12,0
동작구,대방동,1,65,668,119,15,7,22,4,0,2,7,9,16,0
동작구,대방동,1,70,527,100,16,11,3,7,0,1,8,10,8,0
동작구,대방동,1,75,322,91,5,4,7,4,1,1,4,3,7,13
동작구,대방동,1,80,229,66,6,6,3,5,0,1,7,2,5,17
동작구,대방동,1,85,65,21,2,0,1,1,0,0,2,1,0,2
동작구,대방동,1,90,24,8,2,0,1,1,0,0,1,1,1,4
동작구,대방동,2,20,"1,606",432,27,31,36,23,0,38,21,12,9,0
동작구,대방동,2,25,"1,511",351,20,19,30,21,0,41,20,32,21,0
동작구,대방동,2,30,"1,468",172,13,13,14,15,0,35,14,11,14,0
동작구,대방동,2,35,"1,500",157,17,13,12,18,0,30,23,14,10,0
동작구,대방동,2,40,"1,892",130,17,19,24,25,0,26,23,26,26,0
동작구,대방동,2,45,"1,874",123,13,24,24,25,0,18,12,19,15,0
동작구,대방동,2,50,"1,468",88,12,11,15,12,0,5,13,5,17,0
동작구,대방동,2,55,"1,376",86,12,14,16,15,0,4,16,6,8,0
동작구,대방동,2,60,"1,058",131,9,36,14,39,0,5,21,12,4,0
동작구,대방동,2,65,906,188,12,22,26,25,0,2,21,23,22,0
동작구,대방동,2,70,718,146,11,14,3,15,0,1,16,25,10,0
동작구,대방동,2,75,431,128,3,9,9,9,1,1,7,15,10,4
동작구,대방동,2,80,336,103,5,11,9,9,4,1,9,14,11,21
동작구,대방동,2,85,125,30,4,1,1,3,1,0,3,2,3,24
동작구,대방동,2,90,43,15,1,1,2,1,0,0,1,3,1,0
동작구,사당1동,1,20,731,203,21,26,11,18,0,16,18,15,11,0
동작구,사당1동,1,25,"1,384",257,29,15,20,13,0,38,25,24,20,0
동작구,사당1동,1,30,"1,538",243,18,22,21,21,0,52,19,22,27,0
동작구,사당1동,1,35,"1,079",207,31,16,17,16,0,41,16,13,20,0
동작구,사당1동,1,40,858,104,14,12,17,12,0,19,12,14,22,0
동작구,사당1동,1,45,664,95,14,11,17,10,0,16,14,16,8,0
동작구,사당1동,1,50,780,111,25,9,13,8,0,7,20,18,30,0
동작구,사당1동,1,55,853,126,22,15,26,7,0,7,17,16,21,0
동작구,사당1동,1,60,658,97,13,11,13,9,0,5,9,20,14,0
동작구,사당1동,1,65,561,111,13,11,19,6,0,1,5,10,14,0
동작구,사당1동,1,70,344,62,8,9,1,5,0,1,6,3,5,0
동작구,사당1동,1,75,246,74,3,10,5,3,1,1,7,3,8,8
동작구,사당1동,1,80,164,45,2,8,2,5,1,0,6,1,1,10
동작구,사당1동,1,85,40,11,0,1,0,1,3,0,1,0,1,4
동작구,사당1동,1,90,3,1,0,1,0,0,0,0,1,0,0,0
동작구,사당1동,2,20,899,208,9,13,22,13,0,20,8,13,12,0
동작구,사당1동,2,25,"1,640",292,19,17,28,8,0,48,13,20,27,0
동작구,사당1동,2,30,"1,545",197,15,15,25,14,0,43,18,14,18,0
동작구,사당1동,2,35,"1,012",110,10,13,5,7,0,22,10,10,11,0
동작구,사당1동,2,40,738,59,8,5,12,8,0,11,9,8,9,0
동작구,사당1동,2,45,775,65,8,15,6,13,0,11,12,8,4,0
동작구,사당1동,2,50,975,68,17,9,5,8,0,4,13,5,10,0
동작구,사당1동,2,55,"1,100",76,9,3,19,5,0,4,11,17,6,0
동작구,사당1동,2,60,839,113,12,31,18,25,0,5,18,16,9,0
동작구,사당1동,2,65,643,128,11,17,17,12,0,1,14,14,16,0
동작구,사당1동,2,70,431,91,8,19,3,12,0,1,14,8,8,0
동작구,사당1동,2,75,281,84,3,15,7,7,5,1,7,6,9,17
동작구,사당1동,2,80,119,35,6,4,1,3,1,0,4,2,2,1
동작구,사당1동,2,85,43,11,2,2,0,3,1,0,2,1,0,3
동작구,사당1동,2,90,15,6,1,0,1,0,0,0,0,1,1,1
동작구,사당2동,1,20,938,244,23,28,14,15,0,19,24,17,16,0
동작구,사당2동,1,25,"1,069",295,25,17,21,21,0,32,34,20,26,0
동작구,사당2동,1,30,"1,509",290,22,34,21,24,0,56,19,17,20,0
동작구,사당2동,1,35,"1,331",243,37,18,19,16,0,48,27,12,14,0
동작구,사당2동,1,40,"1,205",163,31,23,19,16,0,27,27,17,31,0
동작구,사당2동,1,45,914,131,23,18,12,10,0,20,20,11,13,0
동작구,사당2동,1,50,"1,069",150,29,17,23,8,0,10,20,22,36,0
동작구,사당2동,1,55,"1,204",175,29,20,15,17,0,10,23,23,24,0
동작구,사당2동,1,60,905,146,17,23,23,16,0,8,16,28,16,0
동작구,사당2동,1,65,747,137,13,8,24,9,0,2,10,10,21,0
동작구,사당2동,1,70,442,75,8,7,3,8,0,1,8,6,5,0
동작구,사당2동,1,75,375,98,8,9,8,4,0,1,4,1,9,4
동작구,사당2동,1,80,248,62,5,5,3,5,0,1,4,1,4,5
동작구,사당2동,1,85,67,19,2,2,0,2,0,0,2,1,0,1
동작구,사당2동,1,90,18,7,0,1,0,1,0,0,2,0,0,2
동작구,사당2동,2,20,880,309,15,25,11,17,0,20,13,11,10,0
동작구,사당2동,2,25,"1,213",367,25,24,34,19,0,40,17,26,31,0
동작구,사당2동,2,30,"1,527",223,17,27,17,24,0,45,20,15,12,0
동작구,사당2동,2,35,"1,342",134,13,16,8,19,0,25,13,4,5,0
동작구,사당2동,2,40,"1,051",70,14,12,6,13,0,12,14,6,8,0
동작구,사당2동,2,45,"1,040",63,9,12,9,16,0,9,11,7,5,0
동작구,사당2동,2,50,"1,293",79,13,9,9,11,0,5,13,5,12,0
동작구,사당2동,2,55,"1,390",75,9,10,14,10,0,4,12,6,11,0
동작구,사당2동,2,60,"1,068",153,8,54,11,65,0,6,27,10,8,0
동작구,사당2동,2,65,897,190,13,22,27,27,0,2,23,17,19,0
동작구,사당2동,2,70,582,123,6,26,3,26,0,1,27,11,9,0
동작구,사당2동,2,75,402,120,3,12,9,12,1,1,9,8,9,4
동작구,사당2동,2,80,244,71,6,6,5,6,1,1,6,5,5,8
동작구,사당2동,2,85,80,27,2,0,2,2,0,0,3,4,3,7
동작구,사당2동,2,90,19,6,1,0,0,1,0,0,1,1,0,2
동작구,사당3동,1,20,820,245,20,21,14,24,0,16,15,19,14,0
동작구,사당3동,1,25,964,265,29,20,29,19,0,32,21,29,21,0
동작구,사당3동,1,30,"1,089",217,11,22,22,19,0,42,9,16,16,0
동작구,사당3동,1,35,"1,039",218,16,17,22,17,0,41,14,11,21,0
동작구,사당3동,1,40,943,137,19,15,33,12,0,22,14,14,23,0
동작구,사당3동,1,45,840,132,17,20,15,14,0,19,17,12,22,0
동작구,사당3동,1,50,842,131,21,12,17,9,0,9,20,16,33,0
동작구,사당3동,1,55,954,144,14,26,26,15,0,7,16,24,17,0
동작구,사당3동,1,60,747,120,14,19,11,15,0,6,17,17,5,0
동작구,사당3동,1,65,632,122,15,9,15,9,0,2,9,7,10,0
동작구,사당3동,1,70,398,79,10,7,1,10,0,1,13,5,4,0
동작구,사당3동,1,75,261,64,2,4,4,2,0,1,2,1,4,7
동작구,사당3동,1,80,180,48,3,0,1,3,0,1,4,0,1,5
동작구,사당3동,1,85,58,16,2,1,1,2,0,0,3,1,0,5
동작구,사당3동,1,90,10,5,1,0,0,0,0,0,0,0,0,3
동작구,사당3동,2,20,785,232,14,21,17,13,0,17,10,5,9,0
동작구,사당3동,2,25,"1,015",275,15,11,22,22,0,31,20,21,23,0
동작구,사당3동,2,30,"1,097",153,6,14,14,14,0,31,5,11,13,0
동작구,사당3동,2,35,"1,073",112,13,10,6,14,0,22,10,3,3,0
동작구,사당3동,2,40,877,60,1,17,8,19,0,10,8,7,8,0
동작구,사당3동,2,45,850,57,9,12,10,17,0,9,6,10,5,0
동작구,사당3동,2,50,995,68,9,9,15,15,0,4,11,5,17,0
동작구,사당3동,2,55,"1,031",57,8,4,7,7,0,4,7,4,8,0
동작구,사당3동,2,60,892,126,8,39,10,47,0,5,27,13,11,0
동작구,사당3동,2,65,717,164,6,17,19,26,0,2,23,20,17,0
동작구,사당3동,2,70,451,98,5,13,3,19,0,1,16,9,6,0
동작구,사당3동,2,75,328,104,3,8,6,14,1,1,5,5,6,10
동작구,사당3동,2,80,166,56,1,2,2,7,0,0,4,3,1,1
동작구,사당3동,2,85,56,18,2,2,0,2,0,0,2,0,1,2
동작구,사당3동,2,90,12,5,2,0,0,0,0,0,0,0,0,0
동작구,사당4동,1,20,487,140,18,22,8,16,0,11,20,5,7,0
동작구,사당4동,1,25,595,150,15,7,14,8,0,16,10,10,14,0
동작구,사당4동,1,30,792,144,11,11,22,14,0,31,15,14,12,0
동작구,사당4동,1,35,693,133,15,13,15,9,0,23,12,16,7,0
동작구,사당4동,1,40,622,85,20,12,12,6,0,15,13,16,14,0
동작구,사당4동,1,45,484,69,8,11,13,11,0,10,9,9,6,0
동작구,사당4동,1,50,542,84,8,11,11,8,0,5,5,9,20,0
동작구,사당4동,1,55,496,79,13,7,12,7,0,5,10,13,7,0
동작구,사당4동,1,60,410,62,7,5,7,4,0,3,7,12,3,0
동작구,사당4동,1,65,390,87,7,6,17,8,0,1,5,4,8,0
동작구,사당4동,1,70,190,36,4,2,0,3,0,0,4,2,2,0
동작구,사당4동,1,75,180,52,2,5,5,3,0,1,6,1,4,1
동작구,사당4동,1,80,108,29,4,2,2,2,0,0,2,1,2,5
동작구,사당4동,1,85,41,14,1,2,0,1,0,0,2,0,1,3
동작구,사당4동,1,90,2,1,0,0,0,0,0,0,0,0,0,0
동작구,사당4동,2,20,497,150,6,8,11,8,0,13,8,7,3,0
동작구,사당4동,2,25,646,153,8,4,15,6,0,23,5,9,15,0
동작구,사당4동,2,30,777,118,7,13,10,10,0,22,10,12,10,0
동작구,사당4동,2,35,652,76,2,6,5,7,0,16,5,6,5,0
동작구,사당4동,2,40,556,51,4,5,13,10,0,9,5,7,14,0
동작구,사당4동,2,45,530,38,5,10,6,9,0,6,8,5,5,0
동작구,사당4동,2,50,583,47,7,7,7,8,0,3,7,5,7,0
동작구,사당4동,2,55,656,43,4,5,8,7,0,2,4,3,1,0
동작구,사당4동,2,60,504,64,1,20,5,19,0,3,9,4,4,0
동작구,사당4동,2,65,434,97,5,10,15,16,0,1,12,12,9,0
동작구,사당4동,2,70,277,58,4,7,2,11,0,0,9,8,5,0
동작구,사당4동,2,75,236,74,1,7,6,9,1,1,5,7,6,6
동작구,사당4동,2,80,138,38,1,5,0,5,1,0,5,1,1,3
동작구,사당4동,2,85,36,12,0,1,1,2,0,0,1,1,1,5
동작구,사당4동,2,90,10,3,0,0,0,0,0,0,0,0,0,0
동작구,사당5동,1,20,439,124,12,12,10,10,0,13,10,4,8,0
동작구,사당5동,1,25,501,124,15,9,5,9,0,14,16,11,17,0
동작구,사당5동,1,30,675,127,10,6,10,7,0,29,10,15,15,0
동작구,사당5동,1,35,664,128,7,2,12,2,0,30,5,12,15,0
동작구,사당5동,1,40,601,86,14,4,17,4,0,17,8,6,23,0
동작구,사당5동,1,45,484,70,8,9,8,6,0,11,5,8,11,0
동작구,사당5동,1,50,480,74,13,6,8,6,0,6,6,6,20,0
동작구,사당5동,1,55,472,79,8,4,14,8,0,5,3,9,11,0
동작구,사당5동,1,60,339,52,7,8,6,6,0,3,8,10,8,0
동작구,사당5동,1,65,280,58,5,1,12,2,0,1,1,4,8,0
동작구,사당5동,1,70,188,32,4,3,1,2,0,0,1,3,1,0
동작구,사당5동,1,75,140,41,4,2,4,3,0,1,3,2,7,9
동작구,사당5동,1,80,92,30,2,2,3,1,0,0,3,2,1,3
동작구,사당5동,1,85,29,9,1,0,0,1,0,0,1,0,0,0
동작구,사당5동,1,90,8,3,0,0,0,0,0,0,0,0,0,0
동작구,사당5동,2,20,418,117,6,8,9,7,0,8,4,3,7,0
동작구,사당5동,2,25,548,146,5,6,15,8,0,16,4,7,8,0
동작구,사당5동,2,30,650,82,0,7,7,8,0,20,5,1,8,0
동작구,사당5동,2,35,606,55,2,8,1,9,0,12,7,5,3,0
동작구,사당5동,2,40,551,47,4,7,6,9,0,8,4,8,8,0
동작구,사당5동,2,45,498,39,3,9,5,9,0,6,4,5,4,0
동작구,사당5동,2,50,544,29,5,5,5,7,0,3,5,3,9,0
동작구,사당5동,2,55,531,31,1,6,8,5,0,2,3,1,1,0
동작구,사당5동,2,60,398,55,5,11,2,17,0,3,9,6,6,0
동작구,사당5동,2,65,350,74,9,10,8,10,0,1,9,9,4,0
동작구,사당5동,2,70,259,55,5,5,1,9,0,1,8,9,6,0
동작구,사당5동,2,75,160,50,1,3,5,2,0,0,3,3,3,0
동작구,사당5동,2,80,93,26,2,1,3,2,0,0,1,2,1,1
동작구,사당5동,2,85,39,9,1,0,1,1,0,0,1,1,1,5
동작구,사당5동,2,90,21,4,1,1,0,1,0,0,1,0,0,13
동작구,상도1동,1,20,"2,754",418,26,28,25,31,0,46,28,20,26,0
동작구,상도1동,1,25,"2,892",557,57,40,43,40,0,71,64,46,56,0
동작구,상도1동,1,30,"2,213",398,39,40,28,33,0,81,40,30,45,0
동작구,상도1동,1,35,"1,971",358,46,26,20,15,0,71,36,21,17,0
동작구,상도1동,1,40,"1,975",265,51,39,44,29,0,44,44,30,48,0
동작구,상도1동,1,45,"1,529",225,40,37,23,29,0,32,32,25,20,0
동작구,상도1동,1,50,"1,403",205,35,27,17,18,0,13,30,21,57,0
동작구,상도1동,1,55,"1,520",212,32,26,18,22,0,12,30,24,29,0
동작구,상도1동,1,60,"1,156",166,19,23,21,24,0,8,19,22,10,0
동작구,상도1동,1,65,879,161,18,9,26,5,0,2,5,10,19,0
동작구,상도1동,1,70,607,110,13,15,2,11,0,1,11,4,6,0
동작구,상도1동,1,75,445,103,1,8,11,5,2,1,6,2,4,14
동작구,상도1동,1,80,314,86,3,8,7,7,2,1,7,3,5,27
동작구,상도1동,1,85,106,30,2,2,1,3,0,0,2,1,2,0
동작구,상도1동,1,90,30,10,1,1,0,0,0,0,1,1,0,0
