자치구,행정동,성별,연령대,총인구,1인가구,사회성,평일이동,휴일이동,기타이동,적은이동,많은이동,영상,생활,재정,"이동-
사회성"
구로구,구로5동,1,25,"1,471",344,27,21,32,25,0,42,33,33,40,0
구로구,구로5동,1,30,"1,865",335,30,28,32,30,0,71,35,24,30,0
구로구,구로5동,1,35,"1,622",307,49,26,29,16,0,62,43,28,25,0
구로구,구로5동,1,40,"1,510",198,39,25,38,16,0,35,35,29,37,0
구로구,구로5동,1,45,"1,421",198,33,28,31,21,0,33,31,26,29,0
구로구,구로5동,1,50,"1,492",223,36,20,33,10,0,15,34,34,55,0
구로구,구로5동,1,55,"1,422",208,31,21,32,22,0,12,29,36,24,0
구로구,구로5동,1,60,"1,077",170,23,26,23,23,0,8,22,27,17,0
구로구,구로5동,1,65,756,158,15,8,36,8,0,2,11,8,17,0
구로구,구로5동,1,70,393,71,13,4,3,5,0,1,5,5,4,0
구로구,구로5동,1,75,313,81,5,5,6,4,2,1,5,4,10,12
구로구,구로5동,1,80,193,56,6,5,2,5,1,1,5,1,2,9
구로구,구로5동,1,85,51,13,1,1,0,1,1,0,0,0,0,6
구로구,구로5동,1,90,9,4,0,0,0,0,0,0,0,0,0,0
구로구,구로5동,2,20,"1,177",332,15,27,26,22,0,28,18,10,21,0
구로구,구로5동,2,25,"1,693",354,15,16,36,15,0,49,17,29,36,0
구로구,구로5동,2,30,"1,885",263,16,20,20,15,0,56,13,13,26,0
구로구,구로5동,2,35,"1,465",176,16,14,11,16,0,38,16,14,16,0
구로구,구로5동,2,40,"1,331",114,6,23,16,33,0,21,17,20,23,0
구로구,구로5동,2,45,"1,343",115,19,22,18,24,0,20,25,17,18,0
구로구,구로5동,2,50,"1,481",115,25,12,16,13,0,8,21,19,21,0
구로구,구로5동,2,55,"1,529",106,24,11,22,10,0,6,20,12,12,0
구로구,구로5동,2,60,"1,066",159,18,49,17,53,0,7,36,15,10,0
구로구,구로5동,2,65,809,175,16,17,24,30,0,2,30,14,16,0
구로구,구로5동,2,70,581,117,10,19,3,24,0,1,24,13,8,0
구로구,구로5동,2,75,359,109,2,7,12,7,1,1,4,11,9,8
구로구,구로5동,2,80,206,61,6,4,4,7,1,0,5,2,2,13
구로구,구로5동,2,85,85,31,4,2,2,1,0,0,1,3,2,0
구로구,구로5동,2,90,21,5,1,1,0,1,0,0,1,0,0,5
구로구,수궁동,1,20,813,262,26,33,7,28,0,13,33,10,12,0
구로구,수궁동,1,25,809,246,31,19,13,16,0,25,28,24,18,0
구로구,수궁동,1,30,"1,086",227,18,24,18,18,0,41,22,23,13,0
구로구,수궁동,1,35,"1,160",225,28,15,25,10,0,43,19,16,20,0
구로구,수궁동,1,40,"1,054",148,25,20,20,13,0,23,22,18,25,0
구로구,수궁동,1,45,934,142,24,19,11,12,0,21,17,14,13,0
구로구,수궁동,1,50,923,136,22,16,13,9,0,8,20,18,29,0
구로구,수궁동,1,55,943,142,16,13,17,8,0,7,14,16,14,0
구로구,수궁동,1,60,751,116,17,12,14,9,0,5,13,18,6,0
구로구,수궁동,1,65,638,121,19,9,34,8,0,1,9,7,12,0
구로구,수궁동,1,70,341,58,9,7,1,3,0,0,3,4,3,0
구로구,수궁동,1,75,267,79,5,6,5,3,1,1,4,3,7,16
구로구,수궁동,1,80,139,46,3,1,3,1,1,0,2,2,3,4
구로구,수궁동,1,85,29,10,1,1,0,1,0,0,0,0,0,3
구로구,수궁동,1,90,10,3,0,0,0,0,0,0,0,0,0,0
구로구,수궁동,2,20,736,274,7,21,4,9,0,19,8,9,11,0
구로구,수궁동,2,25,798,255,8,14,7,12,0,25,13,22,16,0
구로구,수궁동,2,30,"1,068",152,8,18,3,10,0,27,6,14,16,0
구로구,수궁동,2,35,"1,107",118,11,20,3,15,0,18,9,15,8,0
구로구,수궁동,2,40,957,76,10,21,10,21,0,12,10,11,10,0
구로구,수궁동,2,45,966,67,10,16,4,14,0,9,11,10,5,0
구로구,수궁동,2,50,"1,000",69,11,10,10,6,0,4,7,7,12,0
구로구,수궁동,2,55,"1,077",81,10,7,17,7,0,4,9,10,8,0
구로구,수궁동,2,60,861,122,9,46,13,36,0,5,19,12,3,0
구로구,수궁동,2,65,594,126,6,19,26,9,0,2,12,13,14,0
구로구,수궁동,2,70,463,103,8,18,4,8,0,1,11,12,6,0
구로구,수궁동,2,75,310,96,2,9,10,6,3,1,5,8,8,5
구로구,수궁동,2,80,175,56,3,5,1,5,2,1,4,4,2,2
구로구,수궁동,2,85,77,21,2,2,1,2,1,0,2,2,1,5
구로구,수궁동,2,90,20,8,2,1,0,1,0,0,1,1,0,7
구로구,신도림동,1,20,"1,014",293,20,29,7,29,0,24,23,8,17,0
구로구,신도림동,1,25,"1,031",321,31,25,16,42,0,30,34,28,21,0
구로구,신도림동,1,30,"1,659",301,35,42,23,34,0,57,35,27,24,0
구로구,신도림동,1,35,"1,815",355,45,30,22,16,0,70,32,17,32,0
구로구,신도림동,1,40,"1,682",240,44,41,19,28,0,40,35,28,51,0
구로구,신도림동,1,45,"1,329",206,24,36,20,25,0,30,25,18,35,0
구로구,신도림동,1,50,"1,250",185,24,16,12,15,0,12,23,20,49,0
구로구,신도림동,1,55,"1,258",189,19,19,14,19,0,12,23,23,34,0
구로구,신도림동,1,60,991,151,13,22,13,22,0,7,17,27,8,0
구로구,신도림동,1,65,770,138,13,6,24,12,0,2,13,4,10,0
구로구,신도림동,1,70,411,81,11,6,5,9,0,1,11,3,9,0
구로구,신도림동,1,75,257,74,4,3,9,4,2,1,5,1,5,10
구로구,신도림동,1,80,137,38,2,1,3,4,0,0,4,0,1,0
구로구,신도림동,1,85,48,16,2,0,0,1,0,0,3,0,0,2
구로구,신도림동,1,90,4,3,1,0,0,1,0,0,1,0,0,0
구로구,신도림동,2,20,988,365,17,31,9,31,0,24,28,9,16,0
구로구,신도림동,2,25,"1,255",366,29,13,14,26,0,39,24,24,28,0
구로구,신도림동,2,30,"1,956",272,18,25,9,37,0,54,26,15,23,0
구로구,신도림동,2,35,"1,829",192,16,19,11,26,0,37,19,17,13,0
구로구,신도림동,2,40,"1,626",105,16,17,8,27,0,18,20,14,13,0
구로구,신도림동,2,45,"1,322",93,8,21,10,33,0,13,18,10,8,0
구로구,신도림동,2,50,"1,376",65,6,9,8,14,0,3,12,4,6,0
구로구,신도림동,2,55,"1,320",69,10,6,5,10,0,4,8,4,7,0
구로구,신도림동,2,60,"1,063",154,9,56,11,60,0,6,37,8,10,0
구로구,신도림동,2,65,653,147,8,14,19,29,0,2,27,14,14,0
구로구,신도림동,2,70,519,117,8,14,0,23,0,1,23,7,6,0
구로구,신도림동,2,75,308,92,2,6,7,9,1,1,8,4,4,4
구로구,신도림동,2,80,160,46,2,2,1,6,1,0,6,1,1,2
구로구,신도림동,2,85,82,26,3,2,0,2,1,0,4,1,1,6
구로구,신도림동,2,90,17,7,1,0,0,1,0,0,1,0,0,1
구로구,오류1동,1,20,620,169,14,13,7,13,0,16,10,8,9,0
구로구,오류1동,1,25,908,218,25,11,26,21,0,32,25,22,18,0
구로구,오류1동,1,30,"1,211",203,22,14,23,13,0,39,21,21,15,0
구로구,오류1동,1,35,"1,020",197,22,14,24,10,0,39,19,15,13,0
구로구,오류1동,1,40,875,105,23,10,24,4,0,17,13,15,23,0
구로구,오류1동,1,45,753,109,21,13,21,10,0,16,16,19,16,0
구로구,오류1동,1,50,795,115,23,7,26,6,0,9,14,24,35,0
구로구,오류1동,1,55,834,128,23,7,29,6,0,8,10,34,18,0
구로구,오류1동,1,60,669,108,14,14,20,12,0,5,14,16,5,0
구로구,오류1동,1,65,538,104,13,5,24,6,0,1,6,12,15,0
구로구,오류1동,1,70,363,62,9,4,2,6,0,1,6,5,8,0
구로구,오류1동,1,75,238,60,6,4,5,4,0,0,6,2,2,16
구로구,오류1동,1,80,137,47,5,2,4,4,0,0,2,3,4,3
구로구,오류1동,1,85,51,11,3,1,0,1,0,0,1,1,0,4
구로구,오류1동,1,90,7,1,0,0,0,0,0,0,0,0,0,2
구로구,오류1동,2,20,725,162,7,10,16,7,0,14,6,12,7,0
구로구,오류1동,2,25,"1,026",231,15,9,26,13,0,32,17,19,22,0
구로구,오류1동,2,30,"1,127",163,8,10,21,12,0,35,9,23,17,0
구로구,오류1동,2,35,854,97,11,8,5,8,0,18,10,10,9,0
구로구,오류1동,2,40,753,58,6,4,15,8,0,11,6,9,14,0
구로구,오류1동,2,45,743,58,5,11,14,14,0,9,10,7,4,0
구로구,오류1동,2,50,840,65,13,4,9,4,0,4,10,12,7,0
구로구,오류1동,2,55,950,69,11,10,21,8,0,4,11,10,11,0
구로구,오류1동,2,60,706,97,10,29,12,34,0,4,17,14,7,0
구로구,오류1동,2,65,560,114,5,18,24,16,0,1,14,17,15,0
구로구,오류1동,2,70,434,96,8,13,2,19,0,1,18,13,9,0
구로구,오류1동,2,75,248,74,4,6,5,7,1,1,4,4,4,10
구로구,오류1동,2,80,207,59,6,5,4,5,1,0,4,6,3,12
구로구,오류1동,2,85,78,21,2,1,2,2,0,0,1,2,2,7
구로구,오류1동,2,90,22,8,1,0,1,0,0,0,1,2,1,3
구로구,오류2동,1,20,"1,295",411,36,48,7,47,0,27,36,14,17,0
구로구,오류2동,1,25,"1,242",342,29,27,20,24,0,37,33,26,26,0
구로구,오류2동,1,30,"1,764",337,31,27,31,26,0,65,31,31,34,0
구로구,오류2동,1,35,"2,155",415,56,28,26,16,0,79,34,20,32,0
구로구,오류2동,1,40,"2,177",298,43,36,37,26,0,48,40,37,52,0
구로구,오류2동,1,45,"1,594",227,31,29,22,22,0,32,28,20,19,0
구로구,오류2동,1,50,"1,508",222,32,11,23,14,0,14,27,23,50,0
구로구,오류2동,1,55,"1,480",212,28,16,20,12,0,11,24,26,21,0
구로구,오류2동,1,60,"1,166",182,24,18,20,17,0,9,24,30,9,0
구로구,오류2동,1,65,"1,037",195,20,8,45,6,0,3,8,14,24,0
구로구,오류2동,1,70,690,127,18,8,9,11,0,1,10,6,8,0
구로구,오류2동,1,75,454,119,8,4,13,5,1,1,6,5,6,18
구로구,오류2동,1,80,224,73,6,2,5,4,0,1,2,6,3,10
구로구,오류2동,1,85,109,29,3,2,1,3,1,0,3,1,1,10
구로구,오류2동,1,90,19,8,1,0,0,0,0,0,0,0,0,0
구로구,오류2동,2,20,"1,328",425,20,30,20,26,0,32,16,16,15,0
구로구,오류2동,2,25,"1,281",360,16,19,28,20,0,38,20,27,26,0
구로구,오류2동,2,30,"1,867",238,13,29,20,32,0,44,20,17,20,0
구로구,오류2동,2,35,"2,248",231,13,24,13,31,0,43,18,9,16,0
구로구,오류2동,2,40,"1,890",133,16,27,11,44,0,21,25,19,14,0
구로구,오류2동,2,45,"1,641",102,8,27,8,34,0,13,19,12,9,0
구로구,오류2동,2,50,"1,572",116,16,18,14,18,0,6,19,13,16,0
구로구,오류2동,2,55,"1,782",107,14,14,18,13,0,6,17,13,13,0
구로구,오류2동,2,60,"1,388",191,15,41,16,46,0,8,25,11,12,0
구로구,오류2동,2,65,"1,035",230,15,19,45,21,0,3,22,29,27,0
구로구,오류2동,2,70,846,181,11,21,9,21,0,2,21,21,13,0
구로구,오류2동,2,75,553,179,4,12,23,18,4,1,11,22,12,12
구로구,오류2동,2,80,384,120,11,9,7,12,2,1,9,11,9,11
구로구,오류2동,2,85,122,35,5,4,3,3,1,0,2,4,1,6
구로구,오류2동,2,90,30,10,4,1,1,1,0,0,1,3,1,3
금천구,가산동,1,20,632,136,14,10,18,12,0,26,12,7,12,0
금천구,가산동,1,25,"1,878",288,30,5,37,5,0,69,27,17,32,0
금천구,가산동,1,30,"1,893",295,35,7,32,10,0,68,31,29,30,0
금천구,가산동,1,35,"1,307",234,39,5,20,7,0,51,29,19,16,0
금천구,가산동,1,40,"1,101",136,35,6,32,7,0,29,28,18,25,0
금천구,가산동,1,45,"1,122",148,29,9,33,10,0,27,26,28,16,0
금천구,가산동,1,50,"1,277",176,54,9,35,10,0,11,41,35,36,0
금천구,가산동,1,55,"1,237",172,43,8,39,7,0,10,25,39,22,0
금천구,가산동,1,60,867,128,25,10,28,11,0,6,18,23,10,0
금천구,가산동,1,65,534,98,18,4,22,5,0,1,5,13,12,0
금천구,가산동,1,70,271,42,9,2,2,1,0,0,2,4,3,0
금천구,가산동,1,75,162,43,2,2,4,3,0,0,3,2,5,6
금천구,가산동,1,80,91,21,1,1,1,1,0,0,1,1,1,7
금천구,가산동,1,85,26,4,1,0,0,0,0,0,0,0,1,0
금천구,가산동,1,90,9,3,0,0,0,0,0,0,0,0,0,0
금천구,가산동,2,20,761,138,8,5,19,6,0,21,6,7,9,0
금천구,가산동,2,25,"1,404",211,13,9,32,10,0,37,13,19,26,0
금천구,가산동,2,30,"1,144",149,9,8,19,10,0,32,14,16,21,0
금천구,가산동,2,35,741,103,11,4,10,6,0,22,10,11,9,0
금천구,가산동,2,40,707,63,8,7,14,8,0,12,12,15,17,0
금천구,가산동,2,45,839,76,8,5,18,8,0,14,11,15,8,0
금천구,가산동,2,50,"1,055",96,21,4,16,5,0,6,19,12,19,0
금천구,가산동,2,55,"1,031",81,11,8,22,9,0,5,14,13,11,0
금천구,가산동,2,60,706,99,15,20,11,20,0,5,24,13,8,0
금천구,가산동,2,65,494,99,9,9,7,6,0,1,8,8,7,0
금천구,가산동,2,70,315,69,8,8,2,9,0,1,9,9,5,0
금천구,가산동,2,75,170,46,3,4,2,4,0,0,3,3,3,6
금천구,가산동,2,80,124,32,5,2,2,2,1,0,1,4,1,1
금천구,가산동,2,85,45,12,2,1,2,1,0,0,1,3,1,3
금천구,가산동,2,90,8,4,1,0,1,0,0,0,0,1,0,0
금천구,독산1동,1,20,"1,050",211,19,18,13,17,0,21,17,12,15,0
금천구,독산1동,1,25,"1,914",407,45,24,49,26,0,55,43,44,47,0
금천구,독산1동,1,30,"2,091",338,29,16,39,18,0,76,26,28,36,0
금천구,독산1동,1,35,"1,660",301,32,21,30,19,0,61,25,20,25,0
금천구,독산1동,1,40,"1,548",214,33,26,47,22,0,37,25,31,47,0
금천구,독산1동,1,45,"1,397",191,34,19,39,17,0,32,24,25,17,0
금천구,독산1동,1,50,"1,419",201,40,13,40,10,0,13,27,28,45,0
금천구,독산1동,1,55,"1,423",219,29,19,46,15,0,13,24,40,33,0
금천구,독산1동,1,60,994,146,13,16,24,16,0,7,15,28,11,0
금천구,독산1동,1,65,671,131,24,3,25,4,0,2,5,12,17,0
금천구,독산1동,1,70,495,88,18,5,2,7,0,1,12,11,7,0
금천구,독산1동,1,75,321,88,6,4,10,3,1,1,4,9,5,4
금천구,독산1동,1,80,188,49,5,2,3,3,0,0,2,6,1,11
금천구,독산1동,1,85,70,21,4,2,2,3,0,0,3,3,1,8
금천구,독산1동,1,90,13,3,0,0,1,0,0,0,0,0,0,2
금천구,독산1동,2,20,"1,055",276,12,23,27,21,0,26,18,13,14,0
금천구,독산1동,2,25,"1,487",339,20,14,44,17,0,53,17,24,33,0
금천구,독산1동,2,30,"1,527",201,8,23,26,19,0,41,13,19,18,0
금천구,독산1동,2,35,"1,178",152,9,9,16,17,0,30,10,9,11,0
금천구,독산1동,2,40,"1,137",89,11,13,18,27,0,15,16,17,13,0
금천구,독산1동,2,45,"1,243",82,10,16,16,21,0,13,11,14,7,0
금천구,독산1동,2,50,"1,374",94,19,10,17,13,0,6,16,13,15,0
금천구,독산1동,2,55,"1,338",98,18,11,19,15,0,5,14,11,8,0
금천구,독산1동,2,60,974,133,8,39,17,43,0,5,25,11,8,0
금천구,독산1동,2,65,782,167,13,23,22,19,0,2,17,21,19,0
금천구,독산1동,2,70,618,135,19,15,3,17,0,1,18,23,5,0
금천구,독산1동,2,75,410,111,5,6,10,5,2,1,6,13,12,3
금천구,독산1동,2,80,259,69,6,5,8,7,1,0,6,13,5,5
금천구,독산1동,2,85,107,27,5,1,2,1,1,0,1,6,1,2
금천구,독산1동,2,90,35,14,3,1,2,1,0,0,1,2,2,2
금천구,독산2동,1,20,843,246,19,30,15,37,0,14,30,19,13,0
금천구,독산2동,1,25,909,252,19,18,18,23,0,31,28,23,27,0
금천구,독산2동,1,30,998,192,17,27,23,19,0,33,21,23,17,0
금천구,독산2동,1,35,829,178,18,6,16,8,0,39,16,10,18,0
금천구,독산2동,1,40,950,132,22,18,24,17,0,22,24,21,24,0
금천구,독산2동,1,45,"1,177",168,27,22,32,25,0,25,23,22,11,0
금천구,독산2동,1,50,"1,245",200,39,12,37,15,0,11,31,43,40,0
금천구,독산2동,1,55,"1,088",164,28,11,44,10,0,8,17,36,20,0
금천구,독산2동,1,60,786,129,16,15,34,14,0,6,14,32,13,0
금천구,독산2동,1,65,516,116,16,5,20,9,0,1,7,10,16,0
금천구,독산2동,1,70,291,61,9,6,2,6,0,1,7,3,3,0
금천구,독산2동,1,75,186,41,3,3,3,2,0,0,2,4,5,7
금천구,독산2동,1,80,121,31,2,2,2,4,1,0,3,4,2,6
금천구,독산2동,1,85,29,8,2,1,0,1,0,0,2,1,0,2
금천구,독산2동,1,90,15,5,0,0,0,1,0,0,1,0,0,3
금천구,독산2동,2,20,789,294,15,19,21,27,0,21,19,15,12,0
금천구,독산2동,2,25,822,248,10,21,27,20,0,30,18,20,25,0
금천구,독산2동,2,30,855,125,8,12,13,16,0,24,11,11,13,0
금천구,독산2동,2,35,718,114,6,14,11,15,0,20,7,13,9,0
금천구,독산2동,2,40,907,73,7,16,8,23,0,12,16,13,10,0
금천구,독산2동,2,45,"1,141",106,9,19,23,17,0,16,12,28,7,0
금천구,독산2동,2,50,"1,228",86,14,9,22,7,0,5,10,16,17,0
금천구,독산2동,2,55,"1,081",94,13,5,20,10,0,5,10,17,15,0
금천구,독산2동,2,60,795,115,10,31,18,33,0,4,17,18,11,0
금천구,독산2동,2,65,546,126,10,16,20,16,0,1,9,23,19,0
금천구,독산2동,2,70,416,97,11,17,1,21,0,1,16,11,7,0
금천구,독산2동,2,75,286,94,5,8,4,9,1,1,6,4,7,11
금천구,독산2동,2,80,140,42,6,4,3,6,0,0,6,6,2,8
금천구,독산2동,2,85,85,26,4,2,2,2,1,0,1,4,2,3
금천구,독산2동,2,90,11,5,1,1,1,1,0,0,0,1,0,0
금천구,독산3동,1,20,"1,001",311,23,36,17,30,0,23,27,23,17,0
금천구,독산3동,1,25,"1,189",304,31,25,27,28,0,33,31,33,35,0
금천구,독산3동,1,30,"1,431",285,25,33,28,23,0,57,31,25,38,0
금천구,독산3동,1,35,"1,298",270,31,19,37,14,0,53,26,33,28,0
금천구,독산3동,1,40,"1,360",197,32,22,40,15,0,35,28,29,49,0
금천구,독산3동,1,45,"1,592",229,32,24,39,27,0,35,27,28,19,0
금천구,독산3동,1,50,"1,901",311,43,23,51,24,0,17,35,54,58,0
금천구,독산3동,1,55,"1,631",264,45,17,54,21,0,13,31,49,27,0
금천구,독산3동,1,60,"1,188",200,22,17,40,19,0,9,19,44,13,0
금천구,독산3동,1,65,764,156,24,10,34,7,0,2,6,14,17,0
금천구,독산3동,1,70,435,85,16,7,1,9,0,1,10,8,4,0
금천구,독산3동,1,75,257,72,7,4,5,3,1,1,4,5,7,7
금천구,독산3동,1,80,167,49,6,3,2,2,0,0,2,2,4,8
금천구,독산3동,1,85,50,13,2,0,1,0,0,0,1,1,1,1
금천구,독산3동,1,90,17,6,1,0,0,1,0,0,0,0,0,0
금천구,독산3동,2,20,970,310,17,17,24,12,0,28,12,19,21,0
금천구,독산3동,2,25,"1,167",324,22,17,31,16,0,40,19,33,40,0
금천구,독산3동,2,30,"1,159",212,8,34,22,30,0,37,16,21,23,0
금천구,독산3동,2,35,954,124,7,12,9,17,0,24,11,7,8,0
금천구,독산3동,2,40,"1,195",105,9,11,17,15,0,17,9,28,19,0
금천구,독산3동,2,45,"1,678",141,16,22,14,29,0,22,16,19,10,0
금천구,독산3동,2,50,"1,798",165,23,19,32,25,0,9,32,22,23,0
금천구,독산3동,2,55,"1,634",120,19,9,34,11,0,7,17,12,11,0
금천구,독산3동,2,60,"1,237",180,14,40,21,43,0,8,27,22,12,0
금천구,독산3동,2,65,761,182,10,22,30,19,0,2,17,20,24,0
금천구,독산3동,2,70,555,122,14,17,2,17,0,1,17,21,8,0
금천구,독산3동,2,75,379,119,4,10,9,10,1,1,6,15,11,8
금천구,독산3동,2,80,213,62,8,5,4,3,1,0,4,6,4,10
금천구,독산3동,2,85,83,23,3,1,0,2,0,0,1,1,1,2
금천구,독산3동,2,90,33,12,1,0,1,1,0,0,1,1,0,7
금천구,독산4동,1,20,734,244,24,31,17,29,0,16,34,7,15,0
금천구,독산4동,1,25,707,206,16,21,15,20,0,22,21,19,21,0
금천구,독산4동,1,30,755,190,14,31,19,29,0,31,18,22,29,0
금천구,독산4동,1,35,765,162,15,11,11,8,0,30,18,18,10,0
금천구,독산4동,1,40,866,132,17,27,23,21,0,21,23,20,14,0
금천구,독산4동,1,45,989,155,22,20,29,22,0,23,31,17,14,0
금천구,독산4동,1,50,"1,095",174,32,17,30,14,0,9,30,47,40,0
금천구,독산4동,1,55,951,153,19,14,32,19,0,7,16,44,19,0
금천구,독산4동,1,60,653,111,19,19,28,16,0,4,14,27,6,0
금천구,독산4동,1,65,465,106,15,8,19,8,0,2,5,16,16,0
금천구,독산4동,1,70,240,51,7,7,1,6,0,0,6,2,2,0
금천구,독산4동,1,75,174,53,4,5,4,5,1,0,4,3,6,8
금천구,독산4동,1,80,124,38,4,5,2,4,3,0,5,2,3,10
금천구,독산4동,1,85,11,2,0,0,0,0,0,0,0,0,0,3
금천구,독산4동,1,90,5,2,0,1,0,1,1,0,1,0,1,0
금천구,독산4동,2,20,630,246,16,38,12,24,0,15,17,10,16,0
금천구,독산4동,2,25,660,219,12,22,17,22,0,21,17,14,25,0
금천구,독산4동,2,30,680,130,6,25,13,24,0,19,16,13,13,0
금천구,독산4동,2,35,657,99,4,14,6,10,0,15,6,6,10,0
금천구,독산4동,2,40,800,70,8,10,11,15,0,11,10,18,13,0
금천구,독산4동,2,45,990,83,9,26,19,17,0,13,14,17,7,0
금천구,독산4동,2,50,"1,027",83,13,7,16,7,0,5,8,9,8,0
금천구,독산4동,2,55,882,79,9,9,23,8,0,4,9,9,7,0
금천구,독산4동,2,60,694,99,13,28,18,26,0,4,21,14,4,0
금천구,독산4동,2,65,452,101,9,17,12,17,0,1,14,13,8,0
금천구,독산4동,2,70,308,76,12,15,2,15,0,1,11,11,2,0
금천구,독산4동,2,75,217,74,5,10,5,10,2,1,8,7,4,4
금천구,독산4동,2,80,110,36,2,4,3,4,0,0,4,6,2,10
금천구,독산4동,2,85,50,14,2,2,0,1,0,0,1,1,0,4
금천구,독산4동,2,90,21,6,2,0,2,0,0,0,0,2,1,2
금천구,시흥1동,1,20,"1,244",394,29,34,26,37,0,33,32,17,25,0
금천구,시흥1동,1,25,"1,349",378,26,20,34,25,0,44,33,50,40,0
금천구,시흥1동,1,30,"1,582",300,28,39,16,38,0,49,28,42,24,0
금천구,시흥1동,1,35,"1,586",285,30,20,29,18,0,55,26,29,26,0
금천구,시흥1동,1,40,"1,570",208,29,22,29,21,0,35,25,37,46,0
금천구,시흥1동,1,45,"1,649",248,39,28,26,11,0,37,32,22,25,0
금천구,시흥1동,1,50,"1,717",253,47,16,38,13,0,16,28,36,57,0
금천구,시흥1동,1,55,"1,557",247,26,20,41,23,0,14,31,44,33,0
금천구,시흥1동,1,60,"1,180",194,25,22,41,26,0,8,18,36,12,0
금천구,시흥1동,1,65,861,171,31,7,35,7,0,2,9,16,21,0
금천구,시흥1동,1,70,559,110,20,6,3,9,0,1,10,10,7,0
금천구,시흥1동,1,75,355,96,4,6,8,5,1,1,5,7,9,13
금천구,시흥1동,1,80,236,67,7,7,2,6,1,1,6,2,2,13
금천구,시흥1동,1,85,65,23,6,2,1,2,0,0,2,1,1,9
금천구,시흥1동,1,90,28,7,2,1,0,1,1,0,2,0,0,7
금천구,시흥1동,2,20,"1,056",363,11,28,16,23,0,25,19,16,12,0
금천구,시흥1동,2,25,"1,269",391,19,22,33,21,0,44,21,36,39,0
금천구,시흥1동,2,30,"1,501",248,11,27,12,29,0,44,20,16,24,0
금천구,시흥1동,2,35,"1,478",189,12,18,7,27,0,33,13,25,15,0
금천구,시흥1동,2,40,"1,415",119,12,20,10,33,0,18,19,23,19,0
금천구,시흥1동,2,45,"1,614",122,14,28,11,42,0,17,24,20,10,0
금천구,시흥1동,2,50,"1,757",128,17,17,18,17,0,7,16,20,25,0
금천구,시흥1동,2,55,"1,656",124,20,11,24,19,0,6,20,23,10,0
금천구,시흥1동,2,60,"1,249",184,21,52,24,62,0,8,39,19,11,0
금천구,시흥1동,2,65,902,193,14,25,31,24,0,2,24,26,19,0
금천구,시흥1동,2,70,674,138,16,21,4,22,0,1,22,17,11,0
금천구,시흥1동,2,75,503,145,6,15,14,17,3,1,12,14,12,18
금천구,시흥1동,2,80,341,113,11,7,6,7,1,1,8,14,5,18
금천구,시흥1동,2,85,128,34,6,3,1,3,1,0,2,4,1,13
금천구,시흥1동,2,90,58,17,6,1,0,1,0,0,1,1,0,6
금천구,시흥2동,1,20,781,289,21,37,6,27,0,15,22,21,18,0
금천구,시흥2동,1,25,686,249,16,20,11,24,0,24,22,18,17,0
금천구,시흥2동,1,30,720,174,12,22,9,14,0,34,14,20,18,0
금천구,시흥2동,1,35,830,156,21,16,13,12,0,29,18,7,14,0
금천구,시흥2동,1,40,"1,049",148,24,29,9,16,0,20,19,19,38,0
금천구,시흥2동,1,45,"1,011",158,21,30,11,19,0,20,23,24,14,0
금천구,시흥2동,1,50,"1,000",168,27,16,18,7,0,11,19,24,36,0
금천구,시흥2동,1,55,989,155,13,15,11,13,0,9,14,16,15,0
금천구,시흥2동,1,60,693,113,11,13,16,11,0,6,9,16,10,0
금천구,시흥2동,1,65,529,95,8,5,19,3,0,2,3,7,12,0
금천구,시흥2동,1,70,341,70,9,4,2,5,0,1,7,9,6,0
금천구,시흥2동,1,75,221,61,3,4,6,5,1,1,5,4,8,8
금천구,시흥2동,1,80,144,41,3,2,2,4,1,0,3,5,2,14
금천구,시흥2동,1,85,51,13,2,1,2,0,0,0,1,4,0,2
금천구,시흥2동,1,90,8,3,1,0,0,0,0,0,0,0,0,0
금천구,시흥2동,2,20,663,285,11,23,12,29,0,18,16,8,8,0
금천구,시흥2동,2,25,631,242,12,19,9,17,0,22,14,19,26,0
금천구,시흥2동,2,30,757,155,10,18,10,18,0,25,12,11,13,0
금천구,시흥2동,2,35,930,105,10,13,2,17,0,18,10,4,10,0
금천구,시흥2동,2,40,"1,081",76,13,11,4,26,0,11,17,5,11,0
금천구,시흥2동,2,45,"1,084",76,7,15,2,23,0,9,11,8,5,0
금천구,시흥2동,2,50,"1,027",67,8,14,11,10,0,4,9,6,17,0
금천구,시흥2동,2,55,"1,005",65,12,9,10,10,0,3,13,5,5,0
금천구,시흥2동,2,60,727,103,7,37,9,33,0,4,13,6,7,0
금천구,시흥2동,2,65,589,132,5,12,20,15,0,1,15,21,16,0
금천구,시흥2동,2,70,425,94,9,17,1,20,0,1,17,12,5,0
금천구,시흥2동,2,75,351,117,5,10,14,13,0,1,11,16,17,3
금천구,시흥2동,2,80,248,72,5,5,10,7,1,0,4,19,6,1
금천구,시흥2동,2,85,70,20,1,2,2,2,0,0,1,3,1,0
금천구,시흥2동,2,90,28,13,3,1,1,1,0,0,2,1,0,6
금천구,시흥3동,1,20,418,136,15,14,15,19,0,9,15,6,6,0
금천구,시흥3동,1,25,411,136,13,8,14,13,0,13,16,16,12,0
금천구,시흥3동,1,30,522,119,12,12,11,12,0,20,10,10,13,0
금천구,시흥3동,1,35,465,109,15,7,12,7,0,20,13,6,8,0
금천구,시흥3동,1,40,491,68,15,12,14,9,0,13,14,9,16,0
